PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Henderson, CR				Henderson, Charles Richmond			IMPROVEMENTS IN INDUSTRIAL LIFE INSURANCE	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	FISKE, 1909, COMMUNICATION   0628	1	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1910	15	4					478	501		10.1086/211802			24	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RQ	WOS:000204980600003					2022-01-23	
J	Kochanowski, I				Kochanowski, I.			LUDWIG GUMPLOWICZ	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	1908, PRZEGLAD HIST, V6	1	0	0	1	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	NOV	1909	15	3					405	409		10.1086/211789			5	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RP	WOS:000204980500007		Green Submitted			2022-01-23	
J	Ward, LF				Ward, Lester F.			LUDWIG GUMPLOWICZ	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	1	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	NOV	1909	15	3					410	413		10.1086/211790			4	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RP	WOS:000204980500008		Green Submitted			2022-01-23	
J	[Anonymous]				[Anonymous]			IS AN HONEST AND SANE NEWSPAPER PRESS POSSIBLE?	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	NOV	1909	15	3					321	334					14	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RP	WOS:000204980500002					2022-01-23	
J	Stockwell, AW				Stockwell, Alcott W.			THE IMMIGRANT'S BILL OF RIGHTS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	1908, LAW REGULATIONS CANA; 1908, ANN REPORT COMMISSIO, P14	2	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JUL	1909	15	1					21	31		10.1086/211753			11	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RN	WOS:000204980300003		Bronze			2022-01-23	
J	Butterfield, KL				Butterfield, Kenyon L.			RURAL LIFE AND THE FAMILY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	2	2	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1909	14	6					721	730		10.1086/211736			10	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RM	WOS:000204980200001		Bronze			2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE XII SURVEY AND OUTLOOK	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	1908, P NAT C CHAR CORR	1	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1909	14	4					451	464		10.1086/211706			14	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RK	WOS:000204980000002		Bronze			2022-01-23	
J	Woodruff, CR				Woodruff, Clinton Rogers			MUNICIPAL REVIEW 1907-1908	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1909	14	4					465	496		10.1086/211707			32	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RK	WOS:000204980000003					2022-01-23	
J	Collier, J				Collier, James			NATURAL SELECTION IN SOCIOLOGY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	NOV	1908	14	3					352	370		10.1086/211693			19	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RJ	WOS:000204979900004		Bronze			2022-01-23	
J	Gillette, JM				Gillette, John M.			THE SOCIOLOGICAL WARRANT FOR VOCATIONAL EDUCATION	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1908	14	2					219	232		10.1086/211678			14	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RI	WOS:000204979800006		Green Submitted			2022-01-23	
J	Powers, LG				Powers, L. G.			THE ASSETS OF THE UNITED STATES	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1908	14	2					171	181		10.1086/211674			11	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RI	WOS:000204979800002					2022-01-23	
J	Smith, SG				Smith, Samuel G.			THE MINNESOTA SYSTEM IN THE MANAGEMENT OF PUBLIC CHARITABLE AND CORRECTIONAL INSTITUTIONS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1908	14	2					213	218					6	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RI	WOS:000204979800005					2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE X THE PENSION SYSTEMS OF THE UNION AND OF THE SEVERAL STATES	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	1906, REPORT COMMISSIONER, P11; 1905, N AM REV         DEC, P929; 1905, N AM REV         DEC, P928	3	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JUL	1908	14	1					64	77		10.1086/211644			14	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RH	WOS:000204979700005		Green Submitted			2022-01-23	
J	[Anonymous]				[Anonymous]			THE NATIONALISM OF A CHINESE CHRISTIAN	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	2	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JUL	1908	14	1					52	63					12	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RH	WOS:000204979700004					2022-01-23	
