PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	LEBRETON, PP				LEBRETON, PP			THE CASE-STUDY METHOD AND THE ESTABLISHMENT OF STANDARDS OF EFFICIENCY	ACADEMY OF MANAGEMENT JOURNAL			English	Article																		0	0	0	0	7	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1958	1	1					34	35					2	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CKT90	WOS:A1958CKT9000005					2022-01-23	
J	MEGGINSON, LC				MEGGINSON, LC			THE PRESSURE FOR PRINCIPLES - A CHALLENGE TO MANAGEMENT PROFESSORS	ACADEMY OF MANAGEMENT JOURNAL			English	Article																	ALFORD LP, 1951, PRINCIPLES IND MANAG, P30; ALFORD LP, 1928, LAWS MANAGEMENT APPL, pR3; *AM ASS COLL SCH B, 1955, FAC REQ STAND COLL S, P151; [Anonymous], 1943, WEBSTERS COLLEGIATE; BABBAGE C, 1832, EC MACHINERY MANUFAC, P137; BORNEMANN A, 1957, J BUSINESS U CHICAGO, V30, P139; FAYOL H, 1949, GENERAL IND MANAGEME, P19; MURPHY ME, 1957, ACCOUNTING REV   OCT, P637; NEWMAN WH, 1951, ADM ACTION, pR7; SHELDON O, 1930, PHILOS MANAGEMENT, P33; SUMMER CE, 1956, FACTORS EFFECTIVE AD, P113; TEELE DSF, 1957, KNOWLEDGE WISDOM ED; 1929, SCI MANAGEMENT AM IN, P42	13	0	0	0	6	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1958	1	2					7	12					6	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CKT91	WOS:A1958CKT9100001					2022-01-23	
J	MORRISON, DE				MORRISON, DE			A BOXING SYSTEM FOR INTERVIEW SCHEDULES	AMERICAN SOCIOLOGICAL REVIEW			English	Article																		0	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1722 N ST NW, WASHINGTON, DC 20036-2981	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.		1958	23	1					83	84		10.2307/2088628			2	Sociology	Social Science Citation Index (SSCI)	Sociology	CAX41	WOS:A1958CAX4100012					2022-01-23	
J	SCHMIDT, RN				SCHMIDT, RN			ELECTRONIC DATA-PROCESSING FROM THE MANAGEMENT VIEWPOINT	ACADEMY OF MANAGEMENT JOURNAL			English	Article																	HASKINS, 1957, INTRO DATA PROCESSIN; KOUTSOUDAS A, 1956, MICHIGAN ALUMNUS, P35; MCCRACKEN DD, 1957, DIGITAL COMPUTER PRO	3	0	0	0	0	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1958	1	2					23	33					11	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CKT91	WOS:A1958CKT9100004					2022-01-23	
J	SIMPSON, HS				SIMPSON, HS			EXECUTIVE-DEVELOPMENT PROGRAM	ACADEMY OF MANAGEMENT JOURNAL			English	Article																		0	0	0	0	0	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1958	1	2					38	40					3	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CKT91	WOS:A1958CKT9100007					2022-01-23	
J	WICKESBERG, AK				WICKESBERG, AK			DETERMINING RELATIVE DEGREES IN THE DELEGATION OF EXECUTIVE AUTHORITY	ACADEMY OF MANAGEMENT JOURNAL			English	Article																		0	0	0	0	7	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1958	1	1					18	22					5	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CKT90	WOS:A1958CKT9000003					2022-01-23	
J	[Anonymous]				[Anonymous]			THE NEED FOR NATIONWIDE MARRIAGE AND DIVORCE STATISTICS	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	CARTER H, 1953, J AM STATISTICAL ASS, V48, P454; *NAT COMM VIT HLTH, 1957, SPEC REP, V45; *NAT OFF VIT STAT, 1956, 407 DOC; *NAT OFF VIT STAT, 1956, 390 DOC; Newman SC, 1950, AM SOCIOL REV, V15, P426, DOI 10.2307/2087187; WRIGHT CD, 1889, REPORT MARRIAGE DIVO; 1956, AM SOCIOLOGICAL REV, V21, P771	7	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1722 N ST NW, WASHINGTON, DC 20036-2981	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.		1958	23	3					306	312					7	Sociology	Social Science Citation Index (SSCI)	Sociology	CAX43	WOS:A1958CAX4300009					2022-01-23	
J	LAUTERBACH, A				LAUTERBACH, A			PERCEPTIONS OF MANAGEMENT - CASE MATERIALS FROM WESTERN AND NORTHERN EUROPE	ADMINISTRATIVE SCIENCE QUARTERLY			English	Article																	1955, AM EC REV        MAY, P555	1	0	0	0	0	ADMINISTRATIVE, SCI QUARTERLY	ITHACA	CORNELL UNIV, JOHNSON SCHOOL, 20 THORNWOOD DR, STE 100, ITHACA, NY 14850-1265	0001-8392			ADMIN SCI QUART	Adm. Sci. Q.		1957	2	1					97	109		10.2307/2390591			13	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CAS98	WOS:A1957CAS9800005					2022-01-23	
J	MARTIN, WT				MARTIN, WT			CONTINUING URBANIZATION ON THE PACIFIC COAST	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	GIBBS JP, 1954, RES STUDIES STATE CO, V22, P141; GOODMAN LA, 1954, J AM STAT ASSOC, V49, P747; *US BUR CENS, CURR POP REP F, V25; *US BUR CENS, 1950, CENS POP, V1	4	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	5720 SOUTH WOODLAWN AVE, CHICAGO, IL 60637-1603	0002-9602			AM J SOCIOL	Am. J. Sociol.		1956	62	3					320	328		10.1086/222009			9	Sociology	Social Science Citation Index (SSCI)	Sociology	CLD36	WOS:A1956CLD3600008					2022-01-23	
J	MILLETT, JD				MILLETT, JD			A CRITICAL-APPRAISAL OF THE STUDY OF PUBLIC-ADMINISTRATION	ADMINISTRATIVE SCIENCE QUARTERLY			English	Article																	[Anonymous], 1937, REPORT SPECIAL STUDI; Goodnow F., 1905, PRINCIPLES ADM LAW U; Goodnow F J, 1900, POLITICS ADM; GOODNOW FJ, 1893, COMP ADM LAW, V1; GOODNOW FJ, 1893, COMP ADM LAW, V2; GULICK L, 1937, PAPERS SCI ADM; SIMON HA, 1947, ADM BEHAVIOR; *US COMM ORG EX BR, 1955, FIN REP C; Waldo Dwight., 1948, ADM STATE; WALLACE SC, 1941, FEDERAL DEP; WILLOUGHBY WF, 1927, PRINCIPLES PUBLIC AD; Wilson W., 1887, POLITICAL SCI Q, V2, P197, DOI DOI 10.2307/2139277; 1937, 1275 SEN REP	13	0	0	0	0	ADMINISTRATIVE, SCI QUARTERLY	ITHACA	CORNELL UNIV, JOHNSON SCHOOL, 20 THORNWOOD DR, STE 100, ITHACA, NY 14850-1265	0001-8392			ADMIN SCI QUART	Adm. Sci. Q.		1956	1	2					171	188		10.2307/2390985			18	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CAS96	WOS:A1956CAS9600003					2022-01-23	
